225.23,158
235.64,75
240.17,76
244.35,71
248.5,68
252.54,71
263.68,38
267.98,34
272.05,33
282.96,39
287.52,40
300.07,72
305.87,50
309.52,33
320.09,51
323.94,44
333.45,48
337.5,39
348.17,28
352.26,25
356.14,27
367.51,79
371.5,54
375.64,67
23.06,67
27.58,76
31.69,75
43.59,190
49.03,189
60.04,68
63.75,44
73.25,44
77.1,45
80.84,49
90.16,47
94.03,47
97.73,47
107.68,69
115.05,346
123.54,423
138.58,118
143.47,114
157.06,336
162.19,76
167.38,72
172.0,65
182.9,45
187.0,40
190.85,38
200.86,39
205.62,38
208.58,33
221.41,161
226.7,158
232.01,157
242.65,74
246.93,73
251.09,67
255.26,69
259.3,72
270.73,34
274.76,33
285.47,34
289.44,34
302.74,79
308.86,54
312.95,34
317.04,43
320.75,39
331.44,51
335.33,48
339.29,42
350.29,30
354.32,25
358.29,29
369.6,99
14.94,56
19.02,61
23.19,68
27.22,69
37.32,78
43.1,175
48.65,190
54.08,188
65.18,45
68.86,43
78.32,45
82.04,48
91.49,48
95.21,47
104.73,52
108.91,64
118.68,340
137.9,776
142.69,109
147.23,114
160.78,339
166.27,75
178.36,60
182.69,52
186.99,49
191.17,48
195.14,43
204.96,43
208.63,37
221.1,167
226.38,162
231.7,160
237.17,158
241.79,98
246.32,75
250.83,77
254.87,70
264.79,74
269.98,64
281.02,37
284.85,29
295.97,38
301.81,78
314.97,54
318.78,34
322.92,50
333.5,45
337.24,52
347.4,42
351.44,32
362.08,29
3.19,28
14.38,82
18.4,55
22.79,69
26.8,68
36.9,76
42.54,131
47.95,192
59.36,190
63.71,57
73.16,47
77.02,47
80.92,50
84.74,53
88.61,52
92.51,50
96.4,49
100.51,50
104.38,56
118.18,341
126.65,416
134.84,98
144.89,105
154.14,416
162.77,105
167.98,73
179.22,56
183.41,50
187.52,48
191.58,44
195.67,40
199.62,39
203.36,39
214.67,44
219.91,165
225.18,162
230.4,159
240.88,77
245.4,75
249.67,73
253.69,69
263.87,76
268.46,42
279.33,34
283.41,34
295.21,47
300.29,78
312.88,48
316.61,35
327.54,57
331.33,50
341.02,47
345.44,40
355.91,27
360.1,28
364.13,29
375.08,66
379.11,56
383.11,68
28.77,79
32.8,76
44.77,190
50.16,189
61.11,48
64.97,47
68.82,47
72.67,47
76.62,50
80.51,51
84.35,50
88.2,49
97.87,55
101.89,65
115.28,365
124.03,465
137.08,98
141.71,106
149.86,419
157.16,98
162.53,76
173.9,55
178.1,53
182.38,48
186.44,44
190.38,39
194.15,38
203.97,37
210.34,75
221.3,161
226.55,158
236.93,76
241.3,76
251.1,70
255.14,71
266.04,37
270.27,34
274.13,29
285.21,42
290.66,57
295.57,78
308.06,37
312.24,50
323.03,51
326.94,52
330.66,49
341.28,34
345.41,30
349.4,28
353.22,28
364.67,80
368.99,62
373.02,58
20.65,68
24.81,69
29.09,81
40.5,184
46.09,191
51.52,189
62.6,50
66.3,47
75.93,50
79.78,53
89.26,49
93.67,50
96.92,52
112.78,320
121.02,404
133.31,782
149.5,421
158.39,131
170.66,58
174.91,54
185.28,44
189.3,39
193.15,38
202.81,38
206.87,33
213.04,162
218.17,162
229.55,158
234.02,94
244.6,74
248.63,69
258.57,76
263.45,47
274.22,35
278.61,38
283.02,39
287.09,38
300.4,73
306.35,62
316.31,38
321.05,55
325.06,49
329.02,51
332.74,49
343.66,28
347.56,29
351.54,27
355.48,28
359.43,27
369.97,57
17.82,62
21.86,69
31.97,77
36.11,78
47.51,190
52.9,190
63.93,45
67.77,43
71.47,44
80.98,51
84.75,51
94.26,49
98.2,53
102.3,62
106.5,71
113.58,338
134.19,766
138.75,97
143.09,102
157.14,338
162.39,75
167.52,71
172.22,64
176.43,54
186.93,44
191.0,42
195.1,43
198.92,40
208.82,37
215.41,158
226.52,160
231.99,158
236.49,96
247.04,73
251.26,69
255.4,70
259.53,73
271.07,35
275.13,30
285.76,35
289.88,33
295.92,75
300.47,74
312.5,34
316.52,45
327.0,43
330.75,51
340.53,43
344.79,34
348.83,30
352.77,27
356.84,29
360.8,27
13.5,73
17.36,53
27.26,69
31.76,81
35.79,74
47.67,190
53.27,188
58.82,190
64.4,193
69.89,197
80.38,58
84.32,53
88.09,51
97.62,49
101.45,43
105.24,44
108.97,47
118.36,44
122.07,45
131.51,52
135.64,63
145.96,99
155.83,422
172.09,71
176.67,58
181.21,56
185.58,50
189.86,47
193.8,43
203.73,40
207.61,38
211.57,38
218.35,101
223.43,163
234.77,158
239.63,136
250.26,76
254.37,68
258.46,69
269.29,53
273.54,37
277.66,35
288.67,38
293.02,38
298.72,56
303.68,78
308.76,75
314.62,58
324.68,38
329.37,57
339.0,49
343.11,49
347.59,39
358.29,25
0.84,27
4.68,25
15.83,72
19.61,54
29.5,68
33.92,80
38.01,74
49.46,191
54.9,189
66.18,191
71.62,195
83.02,212
87.05,55
90.84,52
100.28,50
104.05,51
113.69,57
121.15,349
131.34,431
135.46,67
145.66,88
150.08,101
158.18,416
166.59,105
171.75,77
183.29,54
187.49,50
191.64,44
201.8,40
205.68,38
209.49,37
213.22,35
225.89,163
231.16,160
236.48,158
241.58,146
246.06,75
250.6,75
254.82,72
258.99,68
263.16,69
267.39,74
272.62,45
276.73,33
287.48,34
291.98,32
295.93,37
308.94,72
314.33,70
319.02,42
323.0,44
333.9,54
337.83,52
341.56,48
352.17,33
356.18,29
366.81,32
370.89,28
375.73,62
380.19,72
384.19,54
19.34,68
29.42,80
33.43,75
45.43,189
50.83,187
62.12,191
67.49,194
78.82,211
82.74,56
92.18,50
95.94,51
105.4,56
109.56,60
117.67,360
122.03,63
126.02,63
136.25,76
140.52,88
156.86,335
161.75,78
166.94,70
177.97,52
182.18,47
186.23,43
190.27,42
194.55,38
198.56,40
202.22,37
215.09,152
220.14,162
231.49,157
236.04,96
246.52,73
250.68,67
254.67,68
265.17,34
269.3,30
273.43,32
277.32,29
281.65,35
285.93,34
290.03,37
296.12,75
300.76,77
306.24,74
310.69,47
320.54,38
325.41,48
329.18,52
338.89,39
343.63,40
347.71,30
351.66,28
361.95,29
366.54,63
18.35,60
22.35,68
32.35,76
36.6,77
42.24,190
47.71,189
53.14,189
64.35,193
69.9,198
75.38,205
86.95,55
90.83,51
94.94,51
98.8,52
102.73,54
106.64,59
120.65,55
124.63,64
134.72,73
139.15,85
153.87,393
158.97,81
163.95,73
175.39,57
179.68,50
183.49,44
193.43,42
197.4,40
201.26,38
205.05,38
210.26,40
215.54,165
220.66,163
231.97,157
236.25,78
246.82,72
250.98,70
255.09,70
259.45,75
270.94,38
274.96,33
286.02,39
291.16,51
296.28,76
301.11,76
313.41,48
317.12,35
327.88,54
331.62,50
341.96,35
345.97,29
349.87,29
360.36,28
9.24,59
19.24,61
23.47,68
27.65,70
32.07,81
36.33,76
42.22,159
47.62,190
59.06,190
64.44,194
75.89,206
82.45,176
92.04,52
95.96,52
99.76,54
109.46,60
119.12,356
